text,setiment
Sports equipment sales also progressed well owing to the prolonged winter season .,positive
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,positive
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive
This new partnership agreement represents a significant milestone for both parties .,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive
"Quantbot Technologies LP Purchases 22,011 Shares of Shutterstock, Inc. (NYSE:SSTK)",positive
The estimated synergy benefits are at least EUR7m annually .,positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive
"AgenciesThe core sector makes up 40.27% of the Index of Industrial Production (IIP), making it a lead indicator of industrial activity.Indiaâ€™s core sector output surged to 18.1% in May on a year-on-year basis as against 8.4% in the last month, revealed data by the commerce and industry ministry on Thursday.

The growth can be attributed to increased production in cement, coal, fertilizers and electricity industries over the corresponding period of last fiscal.



The cement industry recorded the highest growth of 26.3% in the month of May this year as against 8% last month.

Another key driver was the coal sector that witnessed a sharp incline of 25.1%. Other sectors including fertilizer, electricity and natural gas grew by 22.8%, 22% and 7% respectively. 

According to the data, the crude oil sector witnessed a growth of 4.6% against a contraction of 0.9% last month. Similarly, steel industry grew by 15% in May. 

The production of petroleum refinery products increased by 16.7% as compared to 9.2% last month. 

The core sector makes up 40.27% of the Index of Industrial Production (IIP), making it a lead indicator of industrial activity.

( Originally published on Jun 30, 2022 ",positive
"`` Following last year 's good profit development , we have entered the current year in a good position .",positive
"ETMarkets.comThe stock of Ruchi Soya Industries jumped over 8 per cent in Friday's trade. The stock jumped 7.77 per cent to Rs 882.55 on the BSE. At the NSE, it gained 8.23 per cent to Rs 885.New Delhi: Ruchi Soya Industries' new equity shares, issued at the time of follow-on public offering (FPO), got listed on the bourses on Friday.

The investors, who were allotted shares in the public offering, made a profit of 36 per cent as the counter touched a high of Rs 882.55, compared to its issue price of Rs 650.

Market experts are suggesting that investors who applied for arbitrage gain should book profit while long term investors can remain invested.

Santosh Meena, Head of Research, Swastika Investmart, said that Ruchi Soya may see some selling pressure on an immediate basis as it will see unwinding in FPO arbitrage positions.

""There are multiple positive things going on for the company, which will improve the realizations and augur well for the profitability in the short to medium term,"" he added. ""Technically, the Rs 700 level should act as an immediate floor for the stock.""

The company board approved the allotment of 6,61,53,846 equity shares with a face value of Rs 2 each, aggregating to Rs 4,300 crore. Through the amount raised via FPO, Baba Ramdev's Patanjali Ayurveda led Ruchi Soya aims to become a debt-free entity.

FPO of Ruchi Soya was open for subscription between March 24-28 as the company sold its shares in the range of Rs 615-650 per share, with a minimum lot size of 21 shares.

The paid-up equity share capital of the company stands increased to Rs 72.4 crore from Rs 59.16 crore earlier. The company raised Rs 1,290 crore from anchor investors, issuing about 1.98 crore shares at Rs 650 per share.

The stock of Ruchi Soya Industries jumped over 8 per cent in Friday's trade. The stock jumped 7.77 per cent to Rs 882.55 on the BSE. At the NSE, it gained 8.23 per cent to Rs 885.
",positive
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive
This is the second successful effort for the financial investor this year .,positive
"Getty ImagesNagaraj Shetti, Technical Research Analyst at HDFC Securities, believes Monday's pattern could be considered as a High Wave, which reflects high volatility in the market at swing highs.Shares of Bharat Forge Ltd. traded at Rs 655.6 on BSE at 12:33PM (IST) on Wednesday, up 0.99 per cent from previous close. 

 The stock quoted a 52-week low price of Rs 595.85 and a high of Rs 848.0. 

 Earlier, the stock saw a gap down opening in the morning. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 A total of 21,209 lakh shares changed hands on the counter till 12:33PM (IST). 

 The stock of Bharat Forge Ltd. commanded a market value of Rs 30223.69 crore, according to BSE. 

 The stock traded at a price-to-earning (P/E) multiple of 29.03, while the price-to-book value ratio stood at 4.97. Return on equity (ROE) was at 16.46 per cent, according to exchange data. 

 In the BSE500 pack, 374 stocks traded in the green, while 127 stocks were in the red. 

 The stock's beta value, which measures volatility in relation to the broader market, stood at 1.45. 


 Promotor/FII Holding
 Promoters held 45.25 per cent in Bharat Forge Ltd. as of 31-Mar-2022 while foreign portfolio investors and domestic institutional investors owned 19.8 per cent and 17.64 per cent, respectively. 


Moving averages The 200-DMA of the stock stood at 720.98 on June 15, while the 50-DMA was at 686.35. If a stock trades below 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered as bearish trend and if trades between 50-DMA and 200-DMA, then it suggests the stock can go either way.",positive
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive
Efficiency programs totalling 100 million euros are under way in Finnair .,positive
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,positive
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",positive
Intercontinental Exchange : Margin Update for ICE Futures U.S. Agricultural/Financial/Index Products,positive
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive
